id,rle_mask
aa5f085ae7,1713 1 1812 6 1911 9 2010 11 2109 13 2209 14 2309 15 2408 17 2507 19 2607 20 2706 22 2806 23 2906 24 3006 25 3106 26 3207 26 3308 26 3409 26 3510 26 3611 26 3711 27 3812 27 3912 28 4013 27 4113 28 4212 30 4310 33 4410 34 4509 36 4609 37 4709 38 4807 41 4907 42 5006 45 5106 46 5207 46 5307 47 5407 48 5507 49 5607 50 5706 52 5804 55 5903 57 6001 60 6101 61 6201 62 6302 62 6402 63 6502 64 6602 65 6702 66 6801 68 6900 70 7000 71 7100 72 7199 74 7298 76 7399 76 7498 78 7598 79 7699 79 7800 79 7901 79 8003 78 8104 78 8205 78 8306 78 8407 78 8509 77 8610 77 8712 76 8813 76 8915 75 9015 76 9117 75 9219 74 9320 74 9421 74 9524 72 9625 72 9727 71 9829 69 9931 68 10033 67 10137 63
51caea4f7a,3028 3 3127 5 3224 9 3322 12 3419 16 3517 19 3617 20 3716 22 3817 22 3919 21 4021 20 4123 19 4226 17 4328 16 4431 14 4535 11 4639 8 4744 4 4848 1
9a4d1749d4,76 26 177 26 278 26 379 26 480 26 581 26 682 26 783 26 884 26 986 25 1087 25 1188 25 1290 24 1391 24 1492 24 1593 24 1694 24 1796 23 1897 23 1998 23 2099 23 2200 23 2301 23 2403 22 2504 22 2605 22 2706 22 2807 22 2908 22 3010 21 3111 21 3212 21 3314 20 3415 20 3517 19 3618 19 3719 19 3821 18 3922 18 4023 18 4124 18 4225 18 4326 18 4427 18 4528 18 4629 18 4730 18 4831 18 4933 17 5034 17 5135 17 5236 17 5337 17 5438 17 5539 17 5640 17 5740 18 5840 19 5941 19 6041 20 6142 20 6242 21 6343 21 6443 22 6543 23 6644 23 6744 24 6844 25 6945 25 7045 26 7146 26 7247 26 7348 26 7450 25 7551 25 7653 24 7754 24 7856 23 7958 22 8059 22 8161 21 8262 21 8364 20 8465 20 8566 20 8668 19 8769 19 8871 18 8973 17 9074 17 9176 16 9278 15 9380 14 9482 13 9584 12 9686 11 9788 10 9890 9 9992 8 10093 8 10194 8
5e52f098d9,
cc2b6a1eb2,
76784fa72d,
5b01231632,1 19 102 18 203 18 304 17 405 17 506 16 607 16 708 15 809 14 910 14 1011 12 1112 10 1213 8 1314 6 1415 4
382b3f0c24,
e169daa2d7,5588 12 5682 61 5776 76 5859 1 5861 1 5868 4334
e9a6d47f94,
c2ec2c9de4,
b01d2e5375,
aebf30c3c7,1 6661 6667 93 6768 90 6873 82 6979 60
63e0650693,1 21 102 21 203 21 304 20 405 19 506 18 607 17 708 16 809 15 910 14 1011 13 1112 12 1213 11 1314 9 1415 8 1516 7 1617 6 1718 5
60969ee8a0,
3e95d4417b,95 5 195 7 296 8 398 6 499 3 2522 4 2616 11 2711 17 2809 20 2906 24 3003 28 3100 32 3197 36 3291 43 3386 49 3482 54 3576 61 3669 69 3758 6444
21006cd47c,56 46 158 45 260 44 363 42 466 40 569 38 672 36 775 34 878 32 980 31 1082 30 1184 29 1285 29 1387 28 1488 28 1589 28 1690 28 1791 28 1892 28 1994 27 2095 27 2196 27 2298 26 2400 25 2502 24 2604 23 2705 23 2807 22 2908 22 3010 21 3111 21 3213 20 3315 19 3416 19 3518 18 3620 17 3721 17 3823 16 3924 16 4025 16 4127 15 4228 15 4330 14 4432 13 4533 13 4635 12 4736 12 4838 11 4939 11 5040 11 5142 10 5243 10 5345 9 5446 9 5548 8 5650 7 5751 7 5853 6 5955 5 6057 4 6159 3 6260 3 6363 1
30a5a8d3c5,
f89a479c21,9594 2 9693 4 9788 10 9879 20 9974 26 10074 27 10174 28
8cd826bc5b,1 5 102 6 203 6 304 6 405 6 506 6 607 6 708 6 809 6 910 6 1011 6 1112 6 1213 7 1314 8 1415 8 1516 9 1617 10 1718 10 1819 11 1920 11 2021 12 2122 12 2223 12 2324 12 2425 12 2526 12 2627 12 2728 12 2829 12 2930 12 3031 13 3132 13 3233 13 3334 14 3435 15 3536 16 3637 17 3738 19 3839 20 3940 22 4041 23 4142 25 4243 26 4344 28 4445 30 4546 32 4647 34 4748 36 4849 38 4950 41 5051 45 5152 48 5217 5 5253 52 5315 11 5354 74 5455 76 5556 77 5657 78 5758 79 5859 80 5960 82 6061 83 6162 86 6263 88 6364 92 6465 3737
9c4fed0493,9294 30 9394 42 9495 48 9596 53 9697 61 9798 66 9899 67 10000 68 10101 69
78c843da8a,
fe4930a905,
1dde15c583,
034f55162e,
ad212e6869,104 1 205 2 306 2 407 3 507 3 609 2 710 3 811 3 912 2 1013 2 1114 2 1215 2 1316 2
4d640602cc,
42d68dbc86,1 16 102 16 203 16 304 15 405 14 506 14 607 13 708 13 809 12 910 12 1011 12 1112 12 1213 13 1314 13 1415 14 1516 15 1617 16 1718 17 1819 18 1920 20 2021 21 2122 23 2223 24 2324 26 2425 27 2526 28 2627 29 2728 31 2829 32 2930 33 3031 33 3132 34 3233 34 3334 34 3435 34 3536 33 3637 33 3738 32 3839 31 3940 31 4041 30 4142 29 4243 28 4344 28 4445 27 4546 27 4647 27 4748 26 4849 27 4950 27 5051 27 5152 28 5253 29 5354 30 5455 30 5556 31 5657 32 5758 33 5859 34 5960 35 6061 36 6162 37 6263 37 6364 38 6465 39 6566 39 6667 40 6768 40 6869 40 6970 40 7071 39 7172 39 7273 38 7374 38 7475 37 7576 36 7677 36 7778 35 7879 35 7980 35 8081 34 8182 34 8283 34 8384 33 8485 33 8586 32 8687 32 8788 31 8889 30 8990 30 9091 29 9192 28 9293 27 9394 26 9495 26 9596 25 9697 24 9798 24 9899 23 10000 23 10101 23
29ceeed519,
648ac9c05a,
5b6d177013,1 4 12 96 111 489 607 92 708 90 809 88 910 86 1011 85 1112 84 1213 82 1314 81 1415 79 1516 75 1617 69 1718 59 1819 50 1920 44 2021 40 2122 36 2223 32 2324 28 2425 21 2526 13 2627 7
532012ac5a,
fa9aec9e27,26 76 128 75 231 73 334 71 438 68 543 64 647 61 750 59 853 57 956 55 1059 53 1161 52 1262 52 1364 51 1465 51 1567 50 1668 50 1770 49 1871 49 1972 49 2074 48 2175 48 2277 47 2378 47 2480 46 2582 45 2683 45 2785 44 2886 44 2988 43 3089 43 3191 42 3292 42 3393 42 3494 42 3596 41 3697 41 3798 41 3899 41 4000 41 4101 41 4203 40 4304 40 4405 40 4506 40 4607 40 4708 40 4808 41 4909 41 5010 41 5111 41 5211 42 5312 42 5413 42 5513 43 5614 43 5715 43 5816 43 5917 43 6018 43 6119 43 6220 43 6321 43 6422 43 6524 42 6625 42 6726 42 6828 41 6929 41 7030 41 7131 41 7232 41 7333 41 7433 42 7534 42 7635 42 7736 42 7837 42 7937 43 8038 43 8139 43 8240 43 8340 44 8441 44 8542 44 8643 44 8743 45 8844 45 8945 45 9045 46 9146 46 9246 47 9347 47 9447 48 9547 49 9648 49 9748 50 9849 50 9949 51 10050 51 10150 52
316d5719d5,
0d2789f1a0,
31aa522509,
9f75213aa3,9193 2 9293 10 9394 12 9495 15 9596 19 9697 25 9798 38 9899 49 10000 50 10101 51
8f955e935c,
92f0273998,1412 3 1507 9 1603 14 1700 18 1797 22 1895 25 1992 29 2089 33 2187 36 2285 39 2384 41 2483 43 2582 45 2680 48 2779 50 2879 51 2978 53 3077 55 3175 58 3273 61 3371 64 3469 67 3568 69 3668 70 3767 72 3867 73 3967 74 4067 75 4168 75 4269 75 4370 75 4471 75 4572 75 4673 75 4774 75 4875 75 4975 76 5075 77 5175 78 5275 79 5376 79 5477 79 5578 79 5679 79 5781 78 5884 76 5986 75 6089 73 6193 70 6298 66 6403 62 6507 59 6611 56 6718 50 6824 45 6928 42 7032 39 7135 37 7240 33 7344 30 7448 27 7552 24 7656 21 7759 19 7863 16 7967 13 8070 11 8173 9 8279 4 8383 1
5ec71d2e6e,1920 4 2021 10 2122 13 2223 17 2324 21 2425 26 2526 31 2627 35 2728 38 2829 41 2930 43 3031 45 3132 46 3233 48 3334 50 3435 52 3536 53 3637 54 3738 55 3839 56 3940 57 4041 58 4142 59 4243 59 4344 60 4445 61 4546 61 4647 62 4748 63 4849 64 4950 65 5051 66 5152 67 5253 68 5354 69 5455 70 5556 72 5657 73 5758 74 5859 75 5960 76 6061 76 6162 77 6263 78 6364 79 6465 79 6566 80 6667 81 6768 82 6869 82 6970 83 7071 83 7172 84 7273 85 7374 86 7475 87 7576 88 7677 89 7778 91 7879 92 7980 94 8081 97 8181 2021
4d19875184,
00f342f248,
30a31f4de8,
bfb44314b2,26 76 127 76 228 76 329 76 430 76 531 76 632 76 732 77 833 77 934 77 1035 77 1136 77 1236 78 1337 78 1438 78 1539 78 1639 79 1740 79 1841 79 1942 79 2043 79 2144 79 2245 79 2346 79 2447 79 2548 79 2649 79 2750 79 2851 79 2952 79 3053 79 3154 79 3255 79 3355 80 3456 80 3557 80 3658 80 3758 81 3859 81 3960 81 4061 81 4162 81 4263 81 4364 81 4464 82 4565 82 4666 82 4767 82 4868 82 4969 82 5070 82 5171 82 5272 82 5373 82 5474 82 5575 82 5676 82 5776 83 5877 83 5978 83 6078 84 6179 84 6280 84 6380 85 6481 85 6582 85 6682 86 6783 86 6884 86 6984 87 7085 87 7186 87 7287 87 7388 87 7489 87 7590 87 7692 86 7793 86 7893 87 7994 87 8095 87 8196 87 8297 87 8398 87 8498 88 8599 88 8700 88 8801 88 8902 88 9003 88 9104 88 9205 88 9306 88 9407 88 9508 88 9609 88 9710 88 9811 88 9912 88 10013 88 10114 88
055f01a5c9,1677 1 1775 9 1803 7 1827 5 1873 16 1903 9 1927 8 1970 23 2002 12 2027 11 2064 53 2128 18 2156 64 2228 22 2254 69 2329 96 2429 7773
95e0620119,
cfe755cfcd,
c279e2e81b,
6d25e0f3a7,
36bd172c8d,1 10201
70ae581728,
1e10c8b214,
132cea196e,
6b67b187e3,
581430fbf1,4849 7 4950 14 5051 21 5152 35 5253 43 5354 51 5455 57 5556 62 5657 68 5758 73 5859 78 5960 84 6061 91 6162 4040
bfac5970fb,
0988338304,
59f5a1afc7,
8d7b7baf47,83 9 184 10 285 10 384 12 476 22 508 2 563 36 607 7 650 49 708 11 727 72 809 90 910 88 1011 86 1112 82 1213 77 1314 73 1415 70 1516 66 1617 59 1718 50 1819 46 1920 43 2021 39 2122 35 2223 32 2324 28 2425 21 2526 19 2627 17 2728 16 2829 10 2930 6 4872 10 4970 16 5068 25 5167 31 5265 39 5363 49 5462 54 5561 59 5661 62 5760 66 5860 69 5961 71 6063 72 6165 72 6267 73 6369 74 6470 75 6571 76 6673 76 6774 77 6875 78 6977 77 7078 78 7180 78 7281 79 7383 79 7484 80 7585 81 7686 82 7787 83 7889 82 7990 83 8091 84 8192 85 8293 86 8394 86 8494 87 8595 87 8696 87 8797 87 8898 86 8999 85 9100 84 9201 83 9302 82 9403 80 9504 79 9605 77 9707 75 9808 74 9909 73 10009 74 10110 73
3d73f32e1e,1 39 102 39 203 39 304 39 405 38 506 38 607 38 708 37 809 37 910 37 1011 36 1112 35 1213 35 1314 34 1415 33 1516 32 1617 31 1718 30 1819 30 1920 29 2021 28 2122 27 2223 26 2324 25 2425 24 2526 23 2627 23 2728 22 2829 21 2930 20 3031 19 3132 18 3233 17 3334 16 3435 15 3536 14 3637 13 3738 11 3839 9 3940 8 4041 6 4142 5 4243 4 4344 3
c88d7d3c76,
7a1f58855d,6564 2 6663 4 6763 5 6862 7 6962 8 7062 9 7162 10 7262 11 7363 11 7463 12 7562 14 7662 15 7762 16 7861 18 7961 19 8060 21 8160 22 8259 24 8359 25 8460 25 8561 25 8662 25 8763 25 8865 24 8966 24 9068 23 9169 23 9270 23 9371 23 9472 23 9573 23 9674 23 9774 24 9875 24 9975 25 10075 26 10176 26
8bcd5f745b,79 23 180 23 281 23 382 23 482 24 582 25 683 25 783 26 884 26 984 27 1085 27 1185 28 1285 29 1386 29 1486 30 1586 31 1687 31 1787 32 1888 32 1988 33 2089 33 2189 34 2289 35 2390 35 2490 36 2590 37 2690 38 2790 39 2891 39 2991 40 3092 40 3193 40 3295 39 3396 39 3498 38 3600 37 3701 37 3803 36 3904 36 4006 35 4107 35 4209 34 4310 34 4411 34 4512 34 4614 33 4715 33 4816 33 4917 33 5018 33 5118 34 5219 34 5320 34 5421 34 5522 34 5622 35 5723 35 5824 35 5924 36 6025 36 6125 37 6226 37 6326 38 6426 39 6527 39 6627 40 6727 41 6828 41 6928 42 7028 43 7129 43 7230 43 7330 44 7431 44 7532 44 7634 43 7735 43 7836 43 7937 43 8038 43 8140 42 8241 42 8343 41 8444 41 8546 40 8648 39 8749 39 8851 38 8952 38 9053 38 9154 38 9255 38 9357 37 9458 37 9559 37 9660 37 9761 37 9862 37 9963 37 10063 38 10165 37
8dd3227410,4445 3 4546 6 4647 7 4748 9 4849 11 4950 12 5051 13 5152 15 5253 17 5354 23 5455 27 5556 31 5657 33 5758 35 5859 37 5960 38 6061 40 6162 42 6263 43 6364 45 6465 47 6566 50 6667 52 6768 61 6869 66 6970 70 7071 73 7172 76 7273 80 7374 84 7475 88 7576 91 7677 93 7778 95 7879 97 7980 101 8087 95 8194 89 8298 86 8400 85 8503 83 8605 82 8707 81 8810 79 8912 78 9015 76 9117 75 9220 73 9322 72 9425 70 9528 68 9631 66 9734 64 9838 61 9941 59 10043 58 10144 58
ac2af593c2,1 40 102 40 203 41 304 42 405 42 506 43 607 44 708 45 809 46 910 46 1011 47 1112 48 1213 49 1314 50 1415 50 1516 51 1617 52 1718 54 1819 55 1920 58 2021 60 2122 62 2223 63 2324 65 2425 67 2526 69 2627 70 2728 71 2829 73 2930 74 3031 75 3132 76 3233 77 3334 77 3435 78 3536 79 3637 80 3738 80 3839 81 3940 82 4041 82 4142 83 4243 83 4344 84 4445 84 4546 84 4647 85 4748 85 4849 85 4950 85 5051 86 5152 86 5253 87 5354 87 5455 88 5556 88 5657 88 5758 88 5859 88 5960 87 6061 87 6162 87 6263 86 6364 86 6465 85 6566 85 6667 85 6768 84 6869 84 6970 84 7071 84 7172 84 7273 83 7374 83 7475 83 7576 83 7677 83 7778 83 7879 83 7980 83 8081 83 8182 83 8283 83 8384 83 8485 82 8586 82 8687 81 8788 80 8889 80 8990 79 9091 78 9192 78 9293 77 9394 76 9495 75 9596 74 9697 73 9798 72 9899 71 10000 71 10101 70
8fd6d6de42,
52b98a62e6,
5bbff609ed,1 6060 6068 94 6175 88 6280 84 6386 79 6491 75 6597 70 6703 65 6811 58 6918 52 7025 46 7130 42 7233 40 7335 39 7437 33 7539 30 7640 28 7742 25 7843 23 7944 22 8045 21 8146 20 8247 20 8347 20 8448 19 8549 19 8649 19 8750 19 8851 18 8951 18 9052 18 9154 16 9256 14 9358 13 9460 11 9561 9 9662 8 9762 7 9864 4 9964 4 10065 3 10166 2
174789f4b8,
fd35db589d,
28c49076d1,39 61 140 62 241 63 342 63 444 62 545 62 647 61 749 60 851 59 953 58 1055 57 1157 56 1259 55 1361 54 1463 53 1565 52 1666 52 1767 52 1869 50 1970 50 2071 50 2173 50 2274 50 2376 49 2477 49 2578 49 2680 48 2781 48 2882 48 2983 48 3084 48 3185 48 3286 48 3387 48 3488 48 3590 47 3691 47 3792 47 3893 47 3994 47 4095 47 4197 46 4298 46 4399 46 4501 45 4602 45 4703 45 4805 44 4906 44 5007 44 5109 43 5210 43 5311 43 5411 44 5512 44 5612 45 5712 46 5811 48 5911 49 6011 50 6111 51 6211 52 6310 54 6408 57 6505 61 6602 65 6699 69 6796 73 6895 75 6995 76 7095 77 7194 79 7294 80 7394 81 7494 82 7594 83 7681 4 7693 85 7780 8 7793 2409
5d36a9659e,
bc1c545371,5956 4 6037 24 6128 34 6163 14 6215 3987
5c665e8088,8687 3 8788 5 8889 6 8990 10 9091 15 9192 20 9293 28 9394 34 9495 48 9596 53 9697 55 9798 56 9899 56 10000 57 10101 56
b9d7e04349,10 92 112 91 213 91 315 90 417 89 519 88 621 87 723 86 825 85 927 84 1029 83 1130 83 1232 82 1334 81 1435 81 1536 81 1637 81 1737 82 1837 83 1938 83 2038 84 2138 85 2238 86 2338 87 2438 88 2538 89 2638 90 2738 91 2839 91 2940 91 3041 91 3141 92 3242 92 3343 92 3444 92 3545 92 3646 92 3747 92 3848 92 3949 92 4050 92 4150 93 4251 93 4351 94 4451 95 4551 96 4651 97 4750 5452
1bae2bef94,1512 4 1605 12 1697 21 1794 25 1890 30 1986 35 2081 41 2178 45 2273 51 2368 57 2464 62 2558 69 2653 75 2750 79 2841 89 2935 3514 6465 75 6566 70 6667 67 6768 63 6869 58 6970 53 7071 44 7172 1 7174 32 7980 18 8081 21 8182 22 8283 23 8384 23 8485 23 8586 22 8687 22 8788 22 8889 21 8990 21 9091 20 9192 19 9293 18 9394 17 9495 15 9596 14 9697 13 9798 13 9899 12 10000 12 10101 11
89a0972631,
15c00d00c4,1 3 14 17 102 5 113 20 203 32 304 34 405 36 506 41 607 43 708 44 809 46 910 47 1011 48 1112 49 1213 50 1314 50 1415 51 1516 52 1617 52 1718 53 1819 54 1920 54 2021 55 2122 56 2223 57 2324 58 2425 59 2526 59 2627 60 2728 60 2829 61 2930 61 3031 62 3132 62 3233 63 3334 63 3435 64 3536 65 3637 65 3738 66 3839 67 3940 68 4041 68 4142 69 4243 69 4344 70 4445 71 4546 72 4647 73 4748 74 4849 74 4950 75 5051 76 5152 76 5253 77 5354 78 5455 78 5556 78 5657 79 5758 79 5859 80 5960 80 6061 80 6162 80 6263 81 6364 81 6465 81 6566 82 6667 82 6768 83 6869 84 6970 85 7071 85 7172 86 7273 87 7374 87 7475 87 7576 88 7677 88 7778 88 7879 89 7980 89 8081 90 8182 90 8283 90 8384 91 8485 91 8586 91 8687 91 8788 92 8889 92 8990 91 9091 91 9192 91 9293 90 9394 90 9497 87 9600 85 9703 83 9804 82 9904 83 10005 83 10106 82
7a6ef8886b,77 25 179 24 281 23 384 21 487 19 590 17 693 15 797 12 900 10 1003 8 1106 6 1208 5 1311 3 1413 2 1818 1 1919 1 2018 3 2119 3 2220 3 2321 3 2422 3 2523 3 2625 2
24025d965a,
2265a9bb97,
63a0fa5b43,
88489834ac,
ac4eff5773,78 24 179 24 280 24 382 23 483 23 585 22 686 22 788 21 889 21 990 21 1092 20 1193 20 1294 20 1395 20 1497 19 1598 19 1699 19 1800 19 1901 19 2003 18 2104 18 2205 18 2306 18 2407 18 2508 18 2609 18 2710 18 2811 18 2912 18 3013 18 3115 17 3216 17 3317 17 3419 16 3520 16 3621 16 3723 15 3824 15 3925 15 4025 16 4126 16 4227 16 4327 17 4428 17 4528 18 4629 18 4729 19 4830 19 4931 19 5031 20 5132 20 5232 21 5333 21 5434 21 5534 22 5635 22 5735 23 5836 23 5937 23 6038 23 6139 23 6240 23 6341 23 6441 24 6542 24 6643 24 6743 25 6844 25 6945 25 7046 25 7147 25 7248 25 7349 25 7450 25 7551 25 7653 24 7754 24 7856 23 7957 23 8059 22 8161 21 8263 20 8365 19 8467 18 8568 18 8670 17 8772 16 8873 16 8974 16 9076 15 9177 15 9278 15 9379 15 9480 15 9581 15 9682 15 9783 15 9884 15 9985 15 10085 16 10186 16
fe5625c304,
0e991e3624,1 62 102 62 203 62 304 62 405 62 506 62 607 62 708 62 809 62 910 63 1011 63 1112 63 1213 63 1314 63 1415 63 1516 63 1617 63 1718 63 1819 63 1920 64 2021 64 2122 64 2223 64 2324 64 2425 65 2526 65 2627 65 2728 65 2829 66 2930 66 3031 66 3132 67 3233 67 3334 68 3435 69 3536 70 3639 68 3743 67 3846 66 3951 64 4058 61 4162 61 4266 62 4370 61 4474 60 4579 57 4685 53 4790 50 4897 45 5004 40 5111 36 5216 33 5320 34 5423 32 5527 29 5630 27 5732 26 5834 25 5936 24 6038 23 6141 21 6243 20 6346 18 6449 16 6552 14 6655 12 6759 9 6865 4
c5dded34ae,8634 3 8638 1 8687 70 8788 79 8889 94 8988 1214
ea122de9b3,5149 3 5248 5 5347 7 5446 9 5545 11 5644 13 5743 15 5842 17 5941 19 6040 21 6139 23 6238 25 6337 27 6436 29 6535 31 6635 32 6734 34 6833 36 6932 38 7032 39 7131 41 7230 43 7330 44 7429 46 7529 47 7628 49 7728 50 7828 51 7928 52 8028 53 8129 53 8230 53 8331 53 8433 52 8535 51 8636 51 8738 50 8840 49 8942 48 9044 47 9146 46 9248 45 9350 44 9451 44 9553 43 9654 43 9755 43 9855 44 9956 44 10056 45 10157 45
fd0424be0f,
d2b9a9beea,
78884dad01,4140 2 4234 9 4331 13 4429 16 4527 19 4625 22 4720 28 4817 32 4914 36 5012 39 5109 43 5203 50 5298 56 5396 59 5494 62 5592 65 5689 69 5787 72 5881 79 5973 88 6069 93 6168 1093 7270 82 7374 74 7475 45 7576 36 7677 28
4a08f295c0,
21fe3bdb52,3233 3 3334 7 3435 10 3536 13 3637 17 3738 21 3839 25 3940 32 4041 42 4142 48 4243 50 4344 52 4445 54 4546 57 4647 59 4748 65 4849 69 4950 74 5051 78 5152 81 5253 84 5354 88 5455 92 5556 96 5657 4545
887ccd9e4f,4646 1 4746 2 4846 3 4946 4 5047 4 5147 5 5248 5 5348 6 5449 6 5549 7 5650 7 5751 7 5852 7 5953 7 6054 7 6155 7 6256 7 6357 7 6458 7 6559 7 6660 7 6761 7 6862 7 6963 7 7064 7 7164 8 7265 8 7365 9 7466 9 7566 10 7666 11 7767 11 7867 12 7967 13 8068 13 8168 14 8268 15 8368 16 8469 16 8569 17 8669 18 8769 19 8870 19 8970 20 9070 21 9170 22 9270 23 9370 24 9470 25 9570 26 9670 27 9770 28 9870 29 9969 31 10069 32 10170 32
3b1a9d94cf,
d98ee3cef9,8685 2 8783 5 8881 8 8979 11 9077 14 9174 18 9257 2 9272 21 9350 44 9447 48 9545 51 9645 52 9744 54 9844 55 9944 56 10045 56 10146 56
f526e6c2dc,1 3939 3942 99 4045 97 4148 95 4250 94 4353 92 4455 91 4558 89 4660 88 4762 87 4863 87 4965 86 5067 85 5169 84 5271 83 5372 83 5474 82 5576 81 5678 80 5780 79 5881 79 5984 77 6085 77 6187 76 6289 75 6391 74 6492 74 6594 73 6695 73 6796 73 6897 73 6999 72 7100 72 7201 72 7303 71 7404 71 7506 70 7608 69 7709 69 7811 68 7913 67 8015 66 8117 65 8219 64 8321 63 8423 62 8525 61 8627 60 8729 59 8831 58 8933 57 9036 55 9138 54 9241 52 9343 51 9446 49 9548 48 9651 46 9753 45 9855 44 9956 44 10058 43 10159 43
7177b9576f,
63a1777e28,
5bf538ffa6,
c7d1e6fe7b,
6b7f4a1a91,
233b762d1a,
00e9cff0f2,
4f7ba782e6,
49f33f1832,
2cf988af12,
25db63dca5,25 77 126 77 228 76 329 76 429 77 530 77 630 78 731 78 831 79 932 79 1033 79 1134 79 1234 80 1335 80 1436 80 1537 80 1638 80 1739 80 1840 80 1941 80 2042 80 2143 80 2244 80 2344 81 2445 81 2546 81 2646 82 2747 82 2847 83 2948 83 3049 83 3150 83 3250 84 3351 84 3452 84 3553 84 3653 85 3754 85 3855 85 3955 86 4056 86 4157 86 4257 87 4358 87 4459 87 4560 87 4661 87 4762 87 4863 87 4964 87 5065 87 5165 88 5266 88 5367 88 5468 88 5569 88 5669 89 5770 89 5871 89 5972 89 6073 89 6174 89 6275 89 6376 89 6477 89 6579 88 6680 88 6781 88 6883 87 6984 87 7085 87 7186 87 7288 86 7389 86 7490 86 7591 86 7692 86 7793 86 7894 86 7995 86 8096 86 8197 86 8298 86 8399 86 8500 86 8602 85 8703 85 8805 84 8907 83 9009 82 9110 82 9212 81 9313 81 9415 80 9517 79 9619 78 9721 77 9823 76 9925 75 10026 75 10127 75
f08c404497,
13d6e87328,1 44 102 43 203 43 304 43 405 43 506 42 607 42 708 42 809 42 910 41 1011 41 1112 41 1213 41 1314 40 1415 40 1516 40 1617 40 1718 40 1819 40 1920 41 2021 41 2122 41 2223 41 2324 41 2425 42 2526 42 2627 42 2728 43 2829 43 2930 44 3031 44 3132 45 3233 45 3334 46 3435 46 3536 47 3637 48 3738 49 3839 50 3940 51 4041 52 4142 52 4243 53 4344 54 4445 55 4546 56 4647 56 4748 57 4849 58 4950 59 5051 60 5152 61 5253 62 5354 64 5455 65 5556 66 5657 67 5758 68 5859 69 5960 70 6061 71 6162 72 6263 73 6364 74 6465 76 6566 77 6667 77 6768 78 6869 79 6970 80 7071 80 7172 80 7273 81 7374 81 7475 82 7576 82 7677 83 7778 83 7879 84 7980 84 8081 85 8182 85 8283 86 8384 86 8485 86 8586 86 8687 87 8788 87 8889 87 8990 87 9091 88 9192 88 9293 89 9394 89 9495 90 9596 90 9697 91 9798 92 9899 92 10000 93 10101 93
51df82c979,9 93 111 92 212 92 313 92 415 91 516 91 616 92 717 92 818 92 920 91 1022 90 1128 85 1232 82 1336 79 1439 77 1543 74 1646 72 1749 70 1853 67 1956 65 2059 63 2163 60 2266 58 2369 56 2472 54 2575 52 2678 50 2780 49 2883 47 2986 45 3088 44 3191 42 3293 41 3395 40 3497 39 3599 38 3701 37 3803 36 3905 35 4007 34 4109 33 4211 32 4314 30 4416 29 4518 28 4620 27 4723 25 4825 24 4927 23 5029 22 5132 20 5234 19 5336 18 5439 16 5541 15 5643 14 5745 13 5847 12 5949 11 6051 10 6152 10 6254 9 6356 8 6458 7 6560 6 6662 5 6764 4 6865 4 6967 3 7068 3 7171 1
